id_musica;generos;electro;electronic;pop;alternative metal;alternative rock;heavy metal;pop rock;post-grunge;rock;southern rock;arena rock;funk;grunge;hard rock;house;soft rock;symphonic rock;reggae;dance;dance-pop;disco;euro-disco;europop;synth-pop;ballad;christmas music;schlager;acid jazz;blues;blues rock;classic rock;metal;rock and roll;power metal;thrash metal;soul;progressive rock;classic country;contemporary country;country;neo-traditional country;singer-songwriter;alternative r&b;folk pop;gospel;pop soul;stomp and holler;alternative dance;dance-rock;euro house;new romantic;new wave;post-punk;sophisti-pop;brill building;club;contemporary jazz;contemporary r&b;jazz;jazz pop;motown;neo soul;r&b;soul jazz;vocal jazz;power pop;afrobeat;indie pop;indie rock;bubblegum dance;bubblegum pop;eurodance;trance;tribal house;new jack swing;aor
01a02706-e024-7485-80f6-935a3c2770ff;electro|electronic|pop;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-935c776327ac;alternative metal|alternative rock|heavy metal|pop rock|post-grunge|rock|southern rock;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-935d5d4a5e5e;alternative metal|alternative rock|arena rock|funk|grunge|hard rock|heavy metal|house|pop|pop rock|post-grunge|rock|soft rock|southern rock|symphonic rock;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-935e17059cc1;alternative rock|rock;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-935fd9c527ce;alternative metal|alternative rock|arena rock|hard rock|heavy metal|pop|pop rock|post-grunge|rock|southern rock;0;0;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-9360b7fefe5a;alternative rock|hard rock|pop|pop rock|post-grunge|rock;0;0;1;0;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-93610290ee65;alternative metal|alternative rock|hard rock|heavy metal|pop rock|post-grunge|reggae|rock|southern rock;0;0;0;1;1;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-936284400805;alternative rock|pop|rock;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-93755cd0da4c;dance|dance-pop|disco|electronic|euro-disco|europop|house|pop|pop rock|rock|soft rock|synth-pop;0;1;1;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-937662d33384;dance|dance-pop|disco|electronic|euro-disco|europop|pop|pop rock|soft rock|synth-pop;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-9378c69f5586;ballad|christmas music|dance-pop|disco|europop|pop|schlager;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-9379c9b8b6e0;acid jazz|ballad|dance|dance-pop|disco|euro-disco|europop|pop|pop rock|soft rock;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-937a74494885;hard rock;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-937b0e1f6c82;arena rock|blues|blues rock|classic rock|hard rock|heavy metal|metal|pop|pop rock|rock|rock and roll;0;0;1;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-93b9787d3276;hard rock|heavy metal|metal|power metal|rock|thrash metal;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-93badcc56203;hard rock|heavy metal|metal|power metal|rock;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-93c6b8b97436;soul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-93d3efcfc089;arena rock|blues|blues rock|classic rock|hard rock|heavy metal|pop|progressive rock|rock|soft rock|southern rock;0;0;1;0;0;1;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-93f04860a37d;classic country|contemporary country|country|neo-traditional country;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-93f42ac8dc9c;alternative rock|pop|pop rock|rock|singer-songwriter;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-93fbce2167d1;alternative r&b|pop;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-9401ce722749;pop;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-940201e7789e;pop;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-94039db25a4e;pop;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01a02706-e024-7485-80f6-940543d486f2;ballad|folk pop|gospel|pop|pop rock|pop soul|stomp and holler;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
